"#","g#","Cover","Album","Streams","Daily"
"","406","","At. Long. Last. ASAP ASAP Rocky","2,657,096,311","1,229,448"
"","407","","True 2 Myself Lil Tjay","2,656,292,716","957,004"
"","408","","4 Beyoncé","2,651,445,591","676,028"
"","409","","Chromatica Lady Gaga","2,647,848,257","668,477"
"","410","","ADN Manuel Turizo","2,647,802,370","534,394"
"","411","","Stargazing Kygo","2,647,622,482","544,500"
"","412","","Happiness Begins Jonas Brothers","2,640,032,595","707,766"
"","413","","Minutes To Midnight Linkin Park","2,634,145,367","2,070,082"
"","414","","Twelve Carat Toothache Post Malone","2,632,565,669","1,059,027"
"","415","","Enoc Ozuna","2,631,456,615","719,680"
"","416","","The Melodic Blue Baby Keem","2,626,380,663","1,553,231"
"","417","","Mala Santa Becky G","2,625,091,381","631,583"
"","418","","Mañana Será Bonito (Bichota Season) Karol G","2,622,010,424","5,025,281"
"","419","","Haiz Hailee Steinfeld","2,617,364,413","308,795"
"","420","","Merry Christmas Mariah Carey","2,612,853,611","150,722"
"","421","","Planet Pit Pitbull","2,606,475,802","2,293,441"
"","422","","Born Sinner J. Cole","2,605,627,861","895,259"
"","423","","Tickets To My Downfall MGK","2,604,574,155","737,910"
"","424","","Por Primera Vez Camilo","2,604,140,474","993,305"
"","425","","Mylo Xyloto Coldplay","2,603,770,274","1,262,499"
"","426","","Meet The Orphans Don Omar","2,602,094,271","2,187,464"
"","427","","Fifty Shades Freed Various Artists","2,601,663,192","843,033"
"","428","","Halcyon Ellie Goulding","2,598,156,026","992,723"
"","429","","More Than You Know Axwell /\ Ingrosso","2,587,542,670","776,216"
"","430","","8 Mile Eminem & Various Artists","2,586,253,645","1,251,267"
"","431","","So Much Fun Young Thug","2,581,491,296","739,478"
"","432","","Lungs Florence + The Machine","2,580,307,730","1,626,589"
"","433","","Golden Hour Kygo","2,578,144,934","657,174"
"","434","","The Fate Of The Furious: The Album Various Artists","2,577,705,938","513,833"
"","435","","Emails I Can't Send Sabrina Carpenter","2,576,921,750","5,743,346"
"","436","","Tattoos Jason Derulo","2,573,244,406","570,213"
"","437","","Snacks (Supersize) Jax Jones","2,572,712,773","355,820"
"","438","","SremmLife Rae Sremmurd","2,567,038,774","646,148"
"","439","","My House Flo Rida","2,564,965,642","694,751"
"","440","","You James Arthur","2,561,390,514","1,462,069"
"","441","","Pink Friday: Roman Reloaded Nicki Minaj","2,561,286,226","1,221,810"
"","442","","Over It Summer Walker","2,560,987,575","2,589,218"
"","443","","Heaven Or Hell Don Toliver","2,554,006,691","1,816,173"
"","444","","Long. Live. ASAP ASAP Rocky","2,546,328,262","2,700,273"
"","445","","Life After Death The Notorious B.I.G.","2,538,611,382","1,119,052"
"","446","","Rave & Roses Rema","2,526,456,714","2,589,719"
"","447","","7/27 Fifth Harmony","2,524,032,345","527,339"
"","448","","Vessel Twenty One Pilots","2,523,683,964","647,930"
"","449","","Escape Journey","2,516,858,841","1,859,071"
"","450","","H.E.R. H.E.R.","2,511,058,075","3,125,727"
"","451","","Fallen Evanescence","2,506,857,656","1,831,783"
"","452","","There's Really A Wolf Russ","2,505,197,281","519,220"
"","453","","Human OneRepublic","2,504,318,975","747,899"
"","454","","Love Yourself: Her BTS","2,501,359,732","665,711"
"","455","","Hopes And Fears Keane","2,497,070,110","2,225,641"
"","456","","Settle Disclosure","2,492,804,750","982,791"
"","457","","The Joshua Tree U2","2,483,118,370","1,213,590"
"","458","","Yeezus Kanye West","2,482,425,308","1,061,061"
"","459","","Cupido Tini","2,481,158,180","1,527,591"
"","460","","Songs From The Big Chair Tears For Fears","2,480,917,311","1,807,781"
"","461","","X&Y Coldplay","2,471,936,501","1,560,475"
"","462","","Dookie Green Day","2,452,696,054","2,192,926"
"","463","","Euphoria Labrinth","2,446,351,034","1,009,574"
"","464","","Fearless Taylor Swift","2,446,236,376","803,411"
"","465","","The 1975 The 1975","2,443,561,371","673,220"
"","466","","Late Registration Kanye West","2,437,862,534","1,297,218"
"","467","","Jungle Rules French Montana","2,431,216,899","1,679,034"
"","468","","Get Weird Little Mix","2,419,030,998","684,903"
"","469","","F.A.M.E. Maluma","2,404,780,921","568,247"
"","470","","Blood Sugar Sex Magik Red Hot Chili Peppers","2,404,236,656","1,142,271"
"","471","","OK Computer Radiohead","2,404,113,174","1,861,875"
"","472","","Queen Nicki Minaj","2,401,860,290","444,140"
"","473","","Hotel California Eagles","2,401,289,847","1,184,014"
"","474","","Dangerously In Love Beyoncé","2,396,339,262","1,673,530"
"","475","","Ocean Karol G","2,390,726,147","912,708"
"","476","","Face Jimin","2,388,478,806","816,002"
"","477","","Now Or Never Nio Garcia & Casper Magico","2,387,087,538","433,400"
"","478","","Synchronicity The Police","2,377,280,612","1,656,402"
"","479","","The Dark Side Of The Moon Pink Floyd","2,372,243,673","1,111,745"
"","480","","Coloring Book Chance the Rapper","2,371,163,262","267,737"
"","481","","Hands All Over Maroon 5","2,362,307,248","1,310,728"
"","482","","Sadnecessary Milky Chance","2,352,139,892","1,192,355"
"","483","","All I Want Is You Miguel","2,350,074,351","2,321,042"
"","484","","Intro To Seeb Seeb","2,349,910,737","803,096"
"","485","","Random Access Memories Daft Punk","2,348,539,996","888,845"
"","486","","Konvicted Akon","2,348,036,515","1,847,951"
"","487","","Late Nights: The Album Jeremih","2,346,508,425","596,060"
"","488","","The College Dropout Kanye West","2,342,791,655","1,547,559"
"","489","","Traveller Chris Stapleton","2,332,815,399","1,591,675"
"","490","","The Beautiful & Damned G-Eazy","2,328,650,794","560,641"
"","491","","The Massacre 50 Cent","2,326,729,412","1,370,011"
"","492","","Trench Twenty One Pilots","2,321,385,285","777,440"
"","493","","Lust For Life Lana Del Rey","2,320,921,506","1,716,781"
"","494","","Get To Know Becky Hill","2,308,412,754","567,476"
"","495","","Demi Demi Lovato","2,307,526,184","883,126"
"","496","","Scarlet Doja Cat","2,305,921,529","2,436,256"
"","497","","World War Joy The Chainsmokers","2,302,937,491","302,533"
"","498","","Die A Legend Polo G","2,302,715,275","664,565"
"","499","","Tell Me You Love Me Demi Lovato","2,299,308,791","283,143"
"","500","","La 167 Farruko","2,295,395,452","0"
"","501","","Come Over When You're Sober, Pt. 1 Lil Peep","2,292,660,315","618,663"
"","502","","Always in Between Jess Glynne","2,292,224,429","473,065"
"","503","","Dizzy Up The Girl The Goo Goo Dolls","2,291,494,817","2,341,398"
"","504","","Toto IV Toto","2,290,094,524","1,424,769"
"","505","","Barrio Fino Daddy Yankee","2,281,643,562","2,378,758"
"","506","","Pink Friday Nicki Minaj","2,278,798,851","995,508"
"","507","","Think Later Tate McRae","2,277,035,540","4,280,570"
"","508","","Testing ASAP Rocky","2,276,194,641","928,899"
"","509","","Kiss Carly Rae Jepsen","2,271,208,906","1,322,624"
"","510","","News Of The World Queen","2,270,857,407","959,995"
"","511","","At Night, Alone. Mike Posner","2,269,956,763","804,443"
"","512","","Because The Internet Childish Gambino","2,265,260,172","908,517"
"","513","","Oracular Spectacular MGMT","2,264,863,898","1,290,577"
"","514","","Reckless Bryan Adams","2,263,000,863","1,509,289"
"","515","","Without Fear Dermot Kennedy","2,262,896,077","591,781"
"","516","","Music Of The Spheres Coldplay","2,260,168,931","1,151,159"
"","517","","Hunting High And Low a-ha","2,257,082,243","1,678,280"
"","518","","Translation Black Eyed Peas","2,255,447,873","394,719"
"","519","","808s & Heartbreak Kanye West","2,255,344,840","1,439,263"
"","520","","Born In The U.S.A. Bruce Springsteen","2,252,099,165","2,106,113"
"","521","","Whatever People Say I Am, That's What I'm Not Arctic Monkeys","2,247,472,797","909,223"
"","522","","Encanto Lin-Manuel Miranda","2,241,393,104","882,926"
"","523","","Relapse Eminem","2,241,392,218","811,886"
"","524","","Some Nights fun.","2,240,320,812","783,455"
"","525","","My Head Is An Animal Of Monsters and Men","2,239,665,814","735,877"
"","526","","Las Que No Iban A Salir Bad Bunny","2,238,900,766","708,613"
"","527","","K-12 / After School Melanie Martinez","2,238,290,900","1,186,728"
"","528","","One Of The Boys Katy Perry","2,233,590,929","1,356,753"
"","529","","Certified Hitmaker Lil Mosey","2,233,445,925","550,209"
"","530","","Ye Kanye West","2,227,772,040","1,145,199"
"","531","","She's So Unusual Cyndi Lauper","2,227,680,617","1,558,490"
"","532","","Honestly, Nevermind Drake","2,224,944,669","1,328,536"
"","533","","Call Me If You Get Lost Tyler, The Creator","2,220,058,600","1,367,961"
"","534","","Energía J Balvin","2,214,137,558","692,622"
"","535","","Ten Pearl Jam","2,207,683,552","1,016,007"
"","536","","Willy And The Poor Boys Creedence Clearwater Revival","2,203,244,793","1,668,008"
"","537","","While The World Was Burning Saint JHN","2,202,363,806","475,032"
"","538","","Life Of A Dark Rose Lil Skies","2,200,461,945","380,759"
"","539","","Teatro D'Ira - Vol. I Måneskin","2,194,543,545","1,428,446"
"","540","","Animal Kesha","2,192,233,898","1,355,999"
"","541","","Led Zeppelin IV Led Zeppelin","2,190,493,038","887,763"
"","542","","High Off Life Future","2,184,032,428","721,379"
"","543","","Uptown Special Mark Ronson","2,183,037,132","791,374"
"","544","","Be The Cowboy Mitski","2,176,735,769","1,690,051"
"","545","","Arrival ABBA","2,170,870,149","1,669,694"
"","546","","Sick Boy The Chainsmokers","2,170,649,863","294,581"
"","547","","Data Tainy","2,169,657,533","4,362,243"
"","548","","City Of Angels Various Artists","2,167,515,305","2,187,510"
"","549","","Ferxxocalipsis Feid","2,167,089,068","4,727,089"
"","550","","Speakerboxxx/The Love Below Outkast","2,165,483,981","1,465,059"
"","551","","Paranoid Black Sabbath","2,163,145,387","1,462,206"
"","552","","Smithereens Joji","2,158,601,546","1,320,415"
"","553","","Sublime Sublime","2,156,529,362","1,377,728"
"","554","","5 Seconds Of Summer 5 Seconds of Summer","2,156,285,059","583,438"
"","555","","In Utero Nirvana","2,155,949,009","1,717,607"
"","556","","Golden Romeo Santos","2,155,835,013","1,126,948"
"","557","","Sigh No More Mumford & Sons","2,154,558,909","603,310"
"","558","","Tha Carter IV Lil Wayne","2,152,229,818","810,086"
"","559","","Perfect Ten Mustard","2,151,499,479","516,400"
"","560","","Save Me, San Francisco Train","2,150,385,751","1,213,395"
"","561","","B4 The Storm Internet Money","2,149,874,400","736,160"
"","562","","El Madrileño C. Tangana","2,148,464,024","957,535"
"","563","","An Awesome Wave alt-J","2,147,382,381","719,938"
"","564","","Arcane League Of Legends Various Artists","2,146,729,812","1,121,806"
"","565","","Use Your Illusion II Guns N' Roses","2,146,343,512","1,132,332"
"","566","","Less Is More Lost Frequencies","2,145,211,979","1,271,283"
"","567","","Confident Demi Lovato","2,141,579,628","579,851"
"","568","","Intimo Nicky Jam","2,140,867,752","652,559"
"","569","","Footloose Various Artists","2,135,028,860","1,111,539"
"","570","","I Never Liked You Future","2,134,672,718","2,101,795"
"","571","","Kirk DaBaby","2,133,551,104","349,881"
"","572","","Wanted On Voyage George Ezra","2,132,428,485","1,324,396"
"","573","","Feel Something Jaymes Young","2,123,591,928","717,849"
"","574","","Destined 2 Win Lil Tjay","2,114,600,403","797,541"
"","575","","Nata Montana Natanael Cano","2,114,498,518","2,526,697"
"","576","","Millennium Backstreet Boys","2,114,487,561","1,678,927"
"","577","","Gangalee Farruko","2,114,159,223","357,850"
"","578","","Chosen Måneskin","2,113,940,274","1,224,866"
"","579","","Hurry Up, We're Dreaming M83","2,113,435,035","1,212,895"
"","580","","Famouz Jhayco","2,110,551,696","792,553"
"","581","","Chase Atlantic Chase Atlantic","2,107,428,596","2,375,335"
"","582","","Freedom Akon","2,106,870,902","1,915,682"
"","583","","Let Go Avril Lavigne","2,106,317,979","1,954,134"
"","584","","Charlie Charlie Puth","2,104,717,892","1,064,485"
"","585","","A Love Letter To You 4 Trippie Redd","2,103,633,707","974,109"
"","586","","Midnight Hour Alesso & Liam Payne","2,103,236,460","351,613"
"","587","","The Beatles (White Album) The Beatles","2,098,455,911","1,052,558"
"","588","","SremmLife 2 Rae Sremmurd","2,095,580,298","467,862"
"","589","","This Is What ____ Feels Like (Vol. 1-4) Jvke","2,094,413,922","1,314,105"
"","590","","Mamma Mia! The Movie Various Artists","2,093,642,130","1,192,928"
"","591","","The Colour And The Shape Foo Fighters","2,093,279,039","1,285,669"
"","592","","All The Right Reasons Nickelback","2,092,772,171","1,452,753"
"","593","","Sex And Love Enrique Iglesias","2,090,177,482","901,661"
"","594","","Championships Meek Mill","2,089,263,853","437,371"
"","595","","Highway To Hell AC/DC","2,086,829,870","1,157,115"
"","596","","A/B Kaleo","2,086,514,744","1,711,486"
"","597","","Everybody Logic","2,086,226,543","267,553"
"","598","","Zach Bryan Zach Bryan","2,081,564,790","4,331,189"
"","599","","Thank Me Later Drake","2,079,459,649","929,091"
"","600","","4 Your Eyez Only J. Cole","2,079,193,082","547,252"
"","601","","Sugar Robin Schulz","2,075,583,683","833,045"
"","602","","Harder Than Ever Lil Baby","2,073,238,930","720,755"
"","603","","Saturno Rauw Alejandro","2,071,793,383","1,837,210"
"","604","","I Like It When You Sleep, For You Are So Beautiful Yet So Unaware Of It The 1975","2,071,617,595","559,452"
"","605","","Avīci (01) Avicii","2,071,513,699","572,469"
"","606","","Me 4 U OMI","2,069,147,222","981,304"
"","607","","Talking Is Hard Walk The Moon","2,068,869,131","1,363,559"
"","608","","Americana The Offspring","2,066,305,533","1,369,230"
"","609","","Paramore Paramore","2,065,132,488","977,805"
"","610","","One-X Three Days Grace","2,060,721,212","1,401,439"
"","611","","Brighter Days Sigala","2,058,288,362","351,512"
"","612","","Use Your Illusion I Guns N' Roses","2,052,746,917","1,019,024"
"","613","","What A Time To Be Alive Drake & Future","2,049,673,997","368,619"
"","614","","Sobre El Amor Y Sus Efectos Secundarios... Y Unas Cuantas Cosas Más Morat","2,048,335,116","836,764"
"","615","","JackBoys Travis Scott & Various Artists","2,046,743,752","775,735"
"","616","","Mis Manos Camilo","2,044,999,913","714,561"
"","617","","Elephant The White Stripes","2,041,939,167","1,021,348"
"","618","","Cole World: The Sideline Story J. Cole","2,028,888,204","990,313"
"","619","","Continuum John Mayer","2,026,037,118","756,322"
"","620","","Emigrante Del Mundo Lucenzo","2,020,901,366","1,588,664"
"","621","","The Off-Season J. Cole","2,019,813,778","650,363"
"","622","","FutureSex/LoveSounds Justin Timberlake","2,014,814,189","1,215,172"
"","623","","Staying At Tamara's George Ezra","2,011,418,944","692,819"
"","624","","Khaled Khaled DJ Khaled","2,010,119,926","506,331"
"","625","","Manifesto Musical (Ao Vivo) Henrique & Juliano","2,007,333,046","693,140"
"","626","","The Click AJR","2,005,937,397","462,590"
"","627","","Take Time Giveon","2,005,189,700","1,079,154"
"","628","","Para Aventuras Y Curiosidades Mau y Ricky","2,003,483,849","329,486"
"","629","","Who Hurt You? Ali Gatie","2,002,393,490","616,369"
"","630","","Wasteland Brent Faiyaz","1,995,373,375","1,479,061"
"","631","","Brightest Blue Ellie Goulding","1,991,959,183","409,677"
"","632","","Frozen II Robert Lopez, Kristen Anderson-Lopez & Christophe Beck","1,990,925,410","773,033"
"","633","","Making Mirrors Gotye","1,989,655,657","1,026,105"
"","634","","Shock Value Timbaland","1,988,619,936","1,634,983"
"","635","","World Of Walker Alan Walker","1,986,398,197","910,360"
"","636","","Real Hasta La Muerte Anuel AA","1,985,648,767","1,050,987"
"","637","","Voulez-Vous ABBA","1,982,947,284","1,303,101"
"","638","","Rush! Måneskin","1,982,586,452","2,308,697"
"","639","","Nakamura Aya Nakamura","1,982,433,092","747,394"
"","640","","Circles Mac Miller","1,979,872,796","838,401"
"","641","","Inter Shibuya - La Mafia Feid","1,978,157,934","1,769,816"
"","642","","Forever Alesso","1,967,834,479","761,186"
"","643","","Breakaway Kelly Clarkson","1,966,962,679","1,084,104"
"","644","","Gloria Sam Smith","1,962,420,543","953,332"
"","645","","Brothers In Arms Dire Straits","1,961,335,049","994,159"
"","646","","Project Baby 2: All Grown Up Kodak Black","1,960,954,882","692,001"
"","647","","Revival Eminem","1,960,273,838","287,495"
"","648","","Discovery Daft Punk","1,958,131,119","902,772"
"","649","","11:11 Maluma","1,955,629,360","326,018"
"","650","","How To Save A Life The Fray","1,954,065,337","957,521"
"","651","","Microdosis Mora","1,953,457,930","1,594,060"
"","652","","Stokeley Ski Mask The Slump God","1,950,518,483","557,557"
"","653","","The Dutchess Fergie","1,942,385,239","885,943"
"","654","","Dying To Live Kodak Black","1,934,206,990","456,252"
"","655","","American Heartbreak Zach Bryan","1,929,951,028","2,918,530"
"","656","","Dark Sky Paradise Big Sean","1,928,692,958","463,581"
"","657","","Pretty Boy, Dirty Boy Maluma","1,927,231,387","1,434,489"
"","658","","Sale El Sol Shakira","1,922,671,275","898,453"
"","659","","Pablo Honey Radiohead","1,922,554,759","1,619,728"
"","660","","Vol. 3: The Subliminal Verses Slipknot","1,921,906,071","1,248,993"
"","661","","Don't Kill The Magic Magic!","1,912,868,041","1,182,159"
"","662","","The Blueprint 3 Jay-Z","1,912,535,246","1,235,820"
"","663","","That's The Spirit Bring Me The Horizon","1,911,213,293","1,105,762"
"","664","","Wasteland, Baby! Hozier","1,909,892,012","1,545,609"
"","665","","Life's A Trip Trippie Redd","1,907,884,020","610,620"
